timestamp,message
2026-07-21T15:04:28Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 405ms (405ms including waiting). Image size: 433019273 bytes."
2026-07-21T15:04:27Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
2026-07-21T15:04:15Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d_environment-6a5e3136b0b7a4abeb4e61a8(c506692e-7ebe-4b76-b435-20955a5868ad)
2026-07-21T15:04:02Z,[2026-07-21 15:04:02 +0000] [7] [ERROR] Reason: App failed to load.
2026-07-21T15:04:02Z,[2026-07-21 15:04:02 +0000] [7] [ERROR] Shutting down: Master
2026-07-21T15:04:02Z,[2026-07-21 15:04:02 +0000] [7] [ERROR] Worker (pid:8) exited with code 4.
2026-07-21T15:04:02Z,[2026-07-21 15:04:02 +0000] [8] [INFO] Worker exiting (pid: 8)
2026-07-21T15:04:02Z,Failed to find attribute 'app' in 'app'.
2026-07-21T15:04:02Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d_environment-6a5e3136b0b7a4abeb4e61a8(c506692e-7ebe-4b76-b435-20955a5868ad)
2026-07-21T15:04:01Z,[2026-07-21 15:04:01 +0000] [7] [INFO] Control socket listening at /root/.gunicorn/gunicorn.ctl
2026-07-21T15:04:01Z,[2026-07-21 15:04:01 +0000] [8] [INFO] Booting worker with pid: 8
2026-07-21T15:04:01Z,[2026-07-21 15:04:01 +0000] [7] [INFO] Using worker: sync
2026-07-21T15:04:01Z,[2026-07-21 15:04:01 +0000] [7] [INFO] Listening at: http://0.0.0.0:8080 (7)
2026-07-21T15:04:01Z,[2026-07-21 15:04:01 +0000] [7] [INFO] Starting gunicorn 26.0.0
2026-07-21T15:04:01Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 375ms (375ms including waiting). Image size: 433019273 bytes."
2026-07-21T15:04:01Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Started: Started container docai-redesign
2026-07-21T15:04:01Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Created: Created container: docai-redesign
2026-07-21T15:04:00Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
2026-07-21T15:03:48Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d_environment-6a5e3136b0b7a4abeb4e61a8(c506692e-7ebe-4b76-b435-20955a5868ad)
2026-07-21T15:03:46Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Started: Started container docai-redesign
2026-07-21T15:03:46Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Created: Created container: docai-redesign
2026-07-21T15:03:46Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 397ms (397ms including waiting). Image size: 433019273 bytes."
2026-07-21T15:03:46Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
2026-07-21T15:03:44Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Started: Started container docai-redesign
